screen_name,retweet_count,plain_text_len,question_marks,esclamation_marks,emojis,hashtags,tags,urls,verbs,nouns,adjs,advs
RecipesIdeas,0,100,0,0,0,0,0,0,6,7,1,2
RecipesIdeas,4,17,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,7,71,0,0,0,0,0,0,1,7,2,1
RecipesIdeas,2,94,0,0,0,0,0,0,7,8,0,0
RecipesIdeas,6,20,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,1,46,0,0,0,0,0,0,1,5,1,0
RecipesIdeas,7,17,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,3,50,0,0,0,0,0,0,1,6,0,0
RecipesIdeas,3,104,0,1,0,0,0,0,2,7,4,2
RecipesIdeas,1,14,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,1,102,0,0,0,0,0,0,4,8,4,1
RecipesIdeas,7,20,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,3,72,0,0,0,0,0,0,2,6,1,0
RecipesIdeas,4,71,0,0,0,0,0,0,3,5,3,0
RecipesIdeas,10,18,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,11,44,0,0,0,0,0,0,1,5,1,1
CookingChannel,4,45,1,0,1,0,0,2,1,5,2,0
CookingChannel,4,75,0,0,1,0,1,2,2,7,0,2
CookingChannel,2,50,0,0,1,0,0,2,2,5,1,0
CookingChannel,1,60,0,0,1,0,0,2,2,5,0,1
CookingChannel,4,76,1,0,1,0,0,2,1,10,0,0
CookingChannel,6,46,0,1,3,0,1,2,2,3,2,0
CookingChannel,2,83,0,0,1,0,1,2,1,11,0,0
CookingChannel,11,39,0,0,1,0,1,2,1,3,1,3
CookingChannel,0,102,0,1,0,1,1,1,4,9,1,0
CookingChannel,5,49,0,0,3,0,0,2,1,6,1,0
CookingChannel,2,39,0,0,1,0,0,2,2,4,0,0
CookingChannel,4,71,0,0,1,0,0,2,2,6,0,1
CookingChannel,2,61,0,0,1,0,0,2,0,6,1,1
CookingChannel,0,99,0,1,1,1,2,1,4,10,0,0
CookingChannel,4,44,0,0,0,0,0,2,3,3,0,2
CookingChannel,4,69,0,0,1,0,1,2,3,6,1,1
CookingChannel,4,70,0,0,1,0,1,2,3,6,1,0
CookingChannel,5,49,0,0,3,0,1,2,3,5,0,0
CookingChannel,4,73,0,0,2,0,1,2,2,8,0,1
CookingChannel,5,71,0,0,1,0,0,2,2,4,1,2
Allrecipes,0,103,0,0,0,0,0,1,2,9,3,0
Allrecipes,3,77,0,0,0,0,0,2,2,10,1,1
Allrecipes,3,72,0,0,0,0,0,1,4,3,0,0
Allrecipes,1,36,0,0,0,0,0,1,1,4,1,0
Allrecipes,2,126,0,0,0,0,0,2,4,10,4,2
Allrecipes,9,56,0,0,0,0,0,1,2,5,2,0
Allrecipes,6,113,0,0,0,0,0,1,3,7,6,1
Allrecipes,1,90,0,0,0,0,0,1,1,11,0,0
Allrecipes,1,63,0,1,0,0,0,1,1,4,2,1
Allrecipes,0,141,0,0,0,0,0,2,6,9,3,1
Allrecipes,3,57,0,0,0,0,0,1,3,4,1,0
Allrecipes,1,87,0,0,0,0,0,1,3,6,2,0
Allrecipes,1,102,0,0,0,0,0,1,2,7,3,0
Allrecipes,0,84,0,0,0,0,0,2,2,8,1,0
Allrecipes,0,54,0,0,0,0,0,1,3,3,2,1
Allrecipes,0,114,0,0,0,0,1,2,4,8,0,1
Allrecipes,1,70,0,0,0,0,0,1,3,6,1,2
Allrecipes,2,110,0,1,0,0,0,2,5,7,1,4
Allrecipes,3,59,0,0,0,0,0,1,2,3,1,1
Allrecipes,6,100,0,0,0,0,0,1,4,6,0,0
Allrecipes,5,94,0,0,0,0,0,2,3,10,1,1
Allrecipes,1,32,0,1,0,0,0,1,1,4,0,0
Allrecipes,3,108,0,1,0,0,0,1,4,10,3,0
Allrecipes,0,25,0,1,0,0,0,1,2,1,0,0
Allrecipes,3,57,0,0,0,0,0,1,1,6,2,0
Allrecipes,3,97,0,0,0,0,0,2,2,11,2,0
Allrecipes,4,118,0,0,0,0,0,1,5,8,2,1
Allrecipes,4,64,0,0,0,0,0,1,2,5,2,0
Allrecipes,5,96,0,0,0,0,0,1,1,9,3,0
Allrecipes,2,52,0,0,0,0,0,1,1,6,0,0
Allrecipes,1,102,0,0,0,0,0,1,2,4,5,4
Allrecipes,1,74,0,1,0,0,0,1,3,8,1,0
Allrecipes,2,109,0,0,0,0,0,2,2,9,1,1
Allrecipes,3,31,0,1,0,0,0,1,2,1,0,1
Allrecipes,3,52,0,0,0,0,0,1,2,5,2,0
Allrecipes,2,68,0,1,0,0,0,2,3,6,3,4
Allrecipes,4,86,0,1,0,0,0,1,2,7,1,0
Allrecipes,6,38,0,0,0,0,0,1,2,3,1,0
Allrecipes,1,86,0,0,0,0,0,1,6,4,1,1
Allrecipes,3,149,0,0,0,0,0,1,10,6,1,1
Allrecipes,1,81,0,0,0,0,0,1,5,5,1,0
Allrecipes,0,97,0,0,0,0,0,1,4,5,4,1
Allrecipes,0,58,0,1,0,0,0,1,3,4,1,0
Allrecipes,3,48,0,0,0,0,0,1,1,4,3,0
Allrecipes,3,90,0,0,0,0,0,1,4,5,3,0
Allrecipes,2,62,0,0,0,0,0,1,1,5,2,0
Allrecipes,8,54,0,0,0,0,0,1,0,6,1,0
Allrecipes,5,100,0,2,0,0,0,2,5,8,2,2
Allrecipes,3,101,0,0,0,0,0,1,2,7,2,1
Allrecipes,1,117,0,0,0,0,0,1,3,8,5,0
Allrecipes,6,67,0,0,0,0,0,2,2,7,0,1
Allrecipes,2,122,0,0,1,0,0,2,4,10,0,3
Allrecipes,5,59,0,1,0,0,0,2,1,7,0,1
Allrecipes,7,49,0,0,0,0,0,1,1,5,1,0
Allrecipes,5,81,0,0,0,0,0,1,1,8,2,0
Allrecipes,3,87,0,1,1,0,0,1,3,8,2,0
Allrecipes,1,43,0,0,0,0,0,1,3,2,1,1
Allrecipes,2,84,0,0,0,0,0,1,3,7,1,0
Allrecipes,4,85,0,0,0,0,0,1,1,7,5,0
Allrecipes,3,27,0,0,0,0,0,1,0,2,2,0
Allrecipes,3,94,0,0,0,0,0,2,3,8,3,0
Allrecipes,1,96,0,0,0,0,0,1,2,10,2,0
Allrecipes,3,123,0,1,0,0,0,1,3,8,4,1
Allrecipes,6,139,0,0,0,0,0,1,6,9,6,1
Allrecipes,9,48,0,0,0,0,0,2,0,7,1,1
Allrecipes,6,126,0,0,0,0,0,1,4,9,3,1
Allrecipes,3,88,0,1,0,0,0,1,3,5,4,1
Allrecipes,4,86,0,1,0,0,0,2,1,10,2,1
Allrecipes,3,90,0,0,0,0,0,1,4,6,3,1
Allrecipes,2,112,0,0,0,0,0,1,2,7,4,1
Allrecipes,0,145,0,0,0,0,0,1,4,11,3,2
Allrecipes,0,48,0,0,0,0,0,1,1,4,1,0
Allrecipes,2,125,0,0,0,0,0,2,1,9,6,0
Allrecipes,1,131,0,0,0,0,0,1,4,9,2,1
Allrecipes,3,73,0,0,0,0,0,1,4,4,2,0
Allrecipes,3,112,0,0,0,0,0,1,4,7,4,0
Allrecipes,2,88,0,0,0,0,0,1,6,5,3,0
Allrecipes,2,92,0,0,0,0,0,1,3,7,2,1
Allrecipes,4,96,0,0,0,0,0,1,1,9,4,1
Allrecipes,1,85,0,0,0,0,0,2,3,6,1,1
Allrecipes,0,98,0,0,0,0,0,2,3,7,4,0
Allrecipes,2,74,0,0,0,0,0,1,2,5,1,0
Allrecipes,5,73,0,1,0,0,0,2,2,6,2,3
Allrecipes,7,32,0,0,0,0,0,1,3,1,1,1
Allrecipes,2,45,0,0,0,0,0,1,0,4,2,0
Allrecipes,2,156,0,1,0,0,0,1,5,13,2,4
Allrecipes,2,118,0,0,0,0,0,1,3,7,8,0
Allrecipes,5,67,0,0,0,0,0,1,2,6,3,0
Allrecipes,3,40,0,0,0,0,0,1,1,4,0,1
Allrecipes,4,136,0,0,0,0,0,1,3,12,4,0
Allrecipes,3,62,0,0,0,0,0,1,2,7,1,0
Allrecipes,1,47,0,0,0,0,0,1,1,3,3,0
Allrecipes,2,66,0,0,0,0,0,1,0,6,3,0
Allrecipes,3,98,0,0,0,0,0,1,4,7,3,1
Allrecipes,9,47,0,1,0,0,0,2,0,5,2,1
Allrecipes,3,137,0,0,0,0,0,1,5,6,5,0
Allrecipes,3,68,0,0,0,0,0,1,1,5,2,0
Allrecipes,2,14,1,0,0,0,0,1,0,0,1,0
Allrecipes,5,105,0,0,0,0,0,1,4,10,2,0
Allrecipes,2,91,0,0,0,0,0,1,2,7,3,0
Allrecipes,3,102,0,0,0,0,0,1,3,10,1,0
Allrecipes,3,74,0,0,0,0,0,1,3,6,1,1
Allrecipes,3,114,0,0,0,0,0,1,2,11,3,0
Allrecipes,0,41,0,0,0,0,0,1,2,3,1,0
Allrecipes,7,27,0,0,0,0,0,1,0,4,0,0
Allrecipes,2,92,0,0,0,0,0,1,2,6,5,1
Allrecipes,3,84,0,0,0,0,0,1,3,7,2,0
Allrecipes,3,68,0,1,0,1,1,2,1,4,2,1
Allrecipes,2,49,0,0,0,0,0,1,1,3,3,0
Allrecipes,4,73,0,0,0,0,0,1,3,5,3,0
Allrecipes,4,111,0,0,0,0,0,1,2,11,1,1
Allrecipes,2,108,0,1,0,0,0,2,2,11,1,1
Allrecipes,2,114,0,3,0,0,0,2,6,5,2,3
Allrecipes,2,82,0,0,0,0,0,1,1,7,3,0
Allrecipes,2,52,0,0,0,0,0,1,1,3,3,0
seriouseats,3,22,0,1,0,0,0,1,0,2,0,3
seriouseats,9,39,0,0,0,0,0,1,1,4,0,0
seriouseats,5,34,0,0,0,0,0,1,1,4,1,0
seriouseats,7,23,0,1,0,0,0,1,1,3,0,0
seriouseats,13,63,0,0,0,0,0,2,1,5,2,1
seriouseats,7,50,0,0,0,0,0,1,1,3,1,1
seriouseats,3,56,0,0,0,0,0,1,2,5,1,0
seriouseats,14,35,0,0,0,0,0,1,0,2,1,2
seriouseats,4,59,0,0,0,0,0,1,3,4,0,2
seriouseats,7,53,0,0,0,0,0,1,0,3,2,1
seriouseats,7,17,0,0,0,0,0,1,0,3,0,0
seriouseats,8,38,0,0,0,0,0,1,1,2,2,0
seriouseats,12,51,0,0,0,0,0,2,0,5,1,1
seriouseats,6,50,0,0,0,0,0,2,2,4,1,0
seriouseats,10,53,0,0,0,0,0,1,1,5,1,0
seriouseats,3,30,0,0,0,0,0,1,1,2,0,0
seriouseats,3,56,0,0,0,0,0,1,3,2,1,2
seriouseats,6,50,0,0,0,0,0,1,1,5,0,0
seriouseats,6,26,0,0,0,0,0,1,2,2,0,0
seriouseats,2,31,0,0,0,0,0,1,1,2,0,0
seriouseats,6,51,0,0,0,0,0,1,1,4,2,1
seriouseats,4,46,0,0,0,0,0,1,1,7,0,0
seriouseats,4,40,0,0,0,0,0,1,3,3,0,0
seriouseats,7,60,0,0,0,0,0,1,2,5,2,0
seriouseats,4,197,0,2,0,0,0,1,4,20,6,1
seriouseats,4,22,0,0,0,0,0,1,0,2,1,1
seriouseats,6,32,0,0,0,0,0,1,1,3,0,0
seriouseats,6,33,0,0,0,0,0,1,0,3,2,0
seriouseats,9,67,0,0,0,0,0,2,2,3,3,1
seriouseats,6,46,0,0,0,0,0,1,1,2,1,0
seriouseats,3,83,0,1,0,0,0,1,3,10,0,0
seriouseats,3,69,0,0,0,0,0,1,1,4,4,0
seriouseats,11,26,0,0,0,0,0,1,1,1,1,1
seriouseats,13,31,0,0,0,0,0,1,0,3,1,0
seriouseats,6,24,0,1,0,0,0,1,0,3,0,0
seriouseats,4,57,0,0,0,0,0,1,2,4,0,0
seriouseats,6,13,0,0,0,0,0,1,0,2,0,0
seriouseats,9,14,0,0,0,0,0,1,0,2,1,0
seriouseats,10,29,1,0,0,0,0,2,2,2,1,0
seriouseats,4,63,0,0,0,1,1,2,1,5,3,0
seriouseats,2,37,0,0,0,0,0,1,1,3,1,2
seriouseats,7,20,0,0,0,0,0,1,2,0,1,0
seriouseats,11,41,0,0,0,0,0,1,2,4,0,1
seriouseats,7,51,0,0,0,0,0,1,2,3,1,2
seriouseats,5,52,0,0,0,0,0,2,3,2,2,0
seriouseats,5,29,1,0,0,0,0,1,2,1,0,1
seriouseats,1,44,0,0,0,0,2,1,2,4,0,2
seriouseats,6,55,0,0,0,0,0,1,2,4,1,2
seriouseats,15,74,1,0,0,0,1,1,3,5,2,0
seriouseats,9,60,1,0,0,0,0,1,3,3,2,0
seriouseats,9,48,0,0,0,0,0,1,3,4,1,0
seriouseats,8,45,0,0,0,0,0,1,2,3,1,0
seriouseats,23,98,0,1,0,0,0,1,4,8,1,1
seriouseats,6,78,0,0,0,0,0,1,5,4,0,3
seriouseats,6,48,0,0,0,0,0,1,0,3,2,1
seriouseats,4,79,0,0,0,0,0,1,2,7,3,0
seriouseats,4,70,0,0,0,0,0,1,3,4,2,3
seriouseats,22,29,0,0,0,0,0,1,1,4,0,0
deliciousmag,6,102,0,0,0,0,0,1,4,6,3,0
deliciousmag,6,99,0,0,0,0,0,1,4,6,5,1
deliciousmag,3,48,0,0,0,0,0,1,4,2,0,2
deliciousmag,4,146,0,1,1,0,0,1,5,12,2,3
deliciousmag,4,56,1,0,1,0,0,1,2,4,2,0
deliciousmag,3,103,0,0,0,0,0,1,3,11,1,0
deliciousmag,3,36,1,0,0,0,0,1,1,5,1,0
deliciousmag,0,209,0,0,0,1,0,0,4,17,7,6
deliciousmag,5,58,1,0,0,0,0,1,0,8,1,0
deliciousmag,1,72,1,0,0,0,0,1,5,4,0,0
deliciousmag,5,51,0,0,0,0,0,1,2,2,1,0
deliciousmag,6,77,0,0,0,0,0,1,0,8,2,1
deliciousmag,4,116,3,0,1,0,0,1,3,7,2,4
deliciousmag,4,51,0,1,0,0,0,1,0,6,1,0
deliciousmag,5,122,0,0,0,0,0,1,4,8,3,3
deliciousmag,1,121,0,1,0,0,0,2,4,9,1,2
deliciousmag,1,55,1,0,0,0,0,1,2,3,1,1
deliciousmag,7,45,0,1,0,0,0,1,2,3,1,0
deliciousmag,5,68,0,0,0,0,0,1,3,3,4,1
deliciousmag,1,211,0,0,0,1,0,0,5,20,6,1
deliciousmag,6,61,0,1,0,0,0,1,0,5,2,0
deliciousmag,4,166,0,0,0,1,0,0,1,17,4,2
deliciousmag,10,81,0,1,0,0,0,1,2,4,3,1
deliciousmag,5,36,0,0,0,0,0,1,0,3,0,1
deliciousmag,9,84,0,1,0,0,0,1,2,5,4,0
deliciousmag,4,54,0,0,0,0,0,1,0,3,3,2
deliciousmag,1,31,0,1,0,0,0,1,1,4,0,0
deliciousmag,12,62,1,1,0,0,0,1,1,7,0,0
KitchenSanc2ary,30,56,0,0,1,0,1,1,1,4,1,0
KitchenSanc2ary,16,97,0,1,0,4,0,1,2,9,2,0
KitchenSanc2ary,45,83,0,2,0,3,0,1,1,7,2,1
KitchenSanc2ary,17,95,0,2,0,3,0,1,4,8,2,1
KitchenSanc2ary,23,94,0,1,0,3,0,1,1,10,2,0
KitchenSanc2ary,1,37,0,0,1,0,1,1,0,7,0,0
KitchenSanc2ary,10,132,0,1,0,3,0,1,5,10,2,1
KitchenSanc2ary,28,131,0,0,0,3,0,1,4,12,3,0
KitchenSanc2ary,42,112,0,0,0,3,0,1,0,10,4,0
KitchenSanc2ary,12,46,0,0,1,0,1,1,0,5,1,0
KitchenSanc2ary,14,173,0,0,1,2,0,2,6,17,5,1
KitchenSanc2ary,18,145,0,1,0,3,0,1,5,11,1,2
KitchenSanc2ary,46,132,0,0,0,3,0,1,1,14,3,1
KitchenSanc2ary,48,120,0,2,0,4,0,1,3,11,2,0
KitchenSanc2ary,23,82,0,1,0,4,0,1,4,5,1,0
KitchenSanc2ary,28,93,0,2,0,4,0,1,2,8,1,2
KitchenSanc2ary,11,110,0,0,0,3,0,1,1,10,3,1
KitchenSanc2ary,22,143,0,1,0,3,0,1,2,12,5,1
KitchenSanc2ary,37,102,0,0,0,5,0,1,1,8,4,1
KitchenSanc2ary,21,42,0,0,1,0,1,1,2,3,0,1
KitchenSanc2ary,57,185,0,1,0,2,0,1,6,14,3,2
KitchenSanc2ary,34,152,0,0,0,3,0,1,8,6,6,2
KitchenSanc2ary,29,135,0,1,0,4,0,1,5,9,1,3
KitchenSanc2ary,35,126,0,1,0,3,0,1,8,6,3,1
KitchenSanc2ary,26,137,0,0,0,3,0,1,4,11,6,0
KitchenSanc2ary,4,128,0,1,1,3,0,1,4,12,2,0
KitchenSanc2ary,50,89,0,0,0,3,0,1,1,9,3,0
KitchenSanc2ary,41,116,0,0,0,3,0,1,3,7,5,0
KitchenSanc2ary,14,125,0,0,0,3,0,1,5,8,3,1
KitchenSanc2ary,38,108,0,1,0,3,0,1,3,9,3,0
KitchenSanc2ary,22,121,0,1,0,3,0,1,7,6,4,1
KitchenSanc2ary,21,27,0,0,1,0,1,1,0,4,0,0
KitchenSanc2ary,28,104,0,2,0,4,0,1,0,14,3,2
KitchenSanc2ary,40,89,0,1,0,4,0,1,2,8,3,0
KitchenSanc2ary,28,151,0,1,0,3,0,1,7,9,5,2
KitchenSanc2ary,42,107,0,1,0,4,0,1,1,8,6,0
KitchenSanc2ary,44,26,0,0,1,0,1,1,0,3,1,0
KitchenSanc2ary,34,92,0,1,0,3,0,1,1,9,1,0
KitchenSanc2ary,12,163,0,0,2,0,0,2,5,19,1,0
KitchenSanc2ary,27,112,0,0,0,4,0,1,4,7,3,0
KitchenSanc2ary,24,100,0,0,0,4,0,1,1,7,4,2
KitchenSanc2ary,17,97,0,1,0,4,0,1,1,6,3,1
KitchenSanc2ary,33,106,0,2,0,4,0,1,2,10,4,2
KitchenSanc2ary,21,79,0,1,0,4,0,1,2,5,1,2
KitchenSanc2ary,33,98,0,1,0,4,0,1,0,15,1,0
KitchenSanc2ary,44,37,0,0,0,0,1,1,1,3,1,0
KitchenSanc2ary,19,118,0,0,0,3,0,1,3,7,4,1
KitchenSanc2ary,17,200,0,0,2,0,0,2,7,20,1,1
KitchenSanc2ary,40,92,0,1,0,3,0,1,2,10,3,0
KitchenSanc2ary,21,112,0,1,0,3,0,1,4,8,4,1
KitchenSanc2ary,23,42,0,0,1,0,1,1,1,4,1,0
KitchenSanc2ary,9,102,0,0,3,0,0,1,2,8,2,0
KitchenSanc2ary,33,109,0,2,0,3,0,1,2,11,2,1
KitchenSanc2ary,28,121,0,1,0,3,0,1,7,6,4,1
KitchenSanc2ary,20,105,0,0,0,4,0,1,2,7,6,0
KitchenSanc2ary,21,119,0,1,0,4,0,1,4,10,1,0
KitchenSanc2ary,31,137,0,0,0,3,0,1,4,11,6,0
CookGlobal,22,173,0,1,0,0,0,2,3,18,6,0
CookGlobal,28,88,0,1,0,2,0,2,3,6,3,0
CookGlobal,12,83,0,1,0,0,1,2,2,8,3,0
CookGlobal,7,149,0,1,1,2,0,2,3,9,7,2
CookGlobal,8,82,0,1,0,2,0,2,1,8,2,0
CookGlobal,6,104,0,1,0,0,2,2,3,10,2,0
CookGlobal,6,166,1,2,0,0,0,2,7,11,4,3
CookGlobal,17,125,0,1,0,2,0,2,3,11,3,2
CookGlobal,4,83,0,1,0,0,1,2,1,9,3,2
CookGlobal,7,92,0,1,0,0,1,2,3,9,2,2
CookGlobal,22,84,0,0,0,0,1,2,1,9,0,1
CookGlobal,22,72,0,0,0,2,0,2,2,5,3,2
CookGlobal,7,123,0,1,1,2,0,2,1,8,6,1
CookGlobal,5,70,0,1,0,0,3,2,1,7,1,0
CookGlobal,11,119,1,1,0,0,0,2,3,12,3,1
CookGlobal,7,174,0,1,1,2,0,2,3,17,6,1
CookGlobal,10,66,0,1,0,0,2,2,2,7,1,0
CookGlobal,14,62,0,1,0,0,1,2,3,6,1,0
CookGlobal,12,109,0,1,0,2,0,2,2,11,2,0
CookGlobal,17,85,0,1,0,0,0,2,1,7,5,0
CookGlobal,18,96,0,2,0,0,1,2,4,9,2,0
CookGlobal,8,182,0,1,0,2,0,2,2,15,8,0
CookGlobal,5,198,0,0,0,0,0,2,5,16,4,3
CookGlobal,10,112,0,1,0,0,2,2,3,8,5,1
CookGlobal,1,194,0,1,0,2,0,2,5,15,6,1
CookGlobal,15,117,0,1,0,0,0,2,3,10,4,1
CookGlobal,18,85,0,1,0,0,1,2,1,7,3,1
CookGlobal,1,108,0,0,0,0,1,2,1,9,2,1
CookGlobal,6,113,1,1,0,2,0,2,3,8,4,1
CookGlobal,9,171,0,1,0,2,0,2,4,16,5,1
CookGlobal,9,80,0,1,0,0,1,2,2,8,1,1
CookGlobal,5,147,0,1,0,0,0,2,2,13,5,1
CookGlobal,10,194,0,1,0,2,0,2,5,13,9,2
CookGlobal,31,115,0,1,0,0,2,2,3,7,4,2
CookGlobal,8,118,0,0,0,2,0,2,1,10,5,1
CookGlobal,7,150,1,2,0,2,0,2,5,11,3,1
CookGlobal,7,92,0,0,0,0,2,2,1,9,4,1
CookGlobal,9,128,0,2,0,0,1,2,5,10,3,1
CookGlobal,1,120,0,1,0,2,1,2,4,11,2,1
CookGlobal,7,100,0,1,0,0,0,2,2,9,5,0
CookGlobal,16,88,0,1,0,0,1,2,2,8,1,2
CookGlobal,5,95,0,1,0,2,0,2,2,10,3,0
CookGlobal,12,155,1,0,1,0,0,2,3,13,6,2
CookGlobal,13,97,0,0,1,0,2,2,1,6,3,0
CookGlobal,4,129,0,0,0,2,0,2,3,12,3,1
CookGlobal,10,127,0,1,0,2,0,2,4,9,3,0
CookGlobal,6,69,0,1,0,0,2,2,1,6,3,1
CookGlobal,6,151,0,1,0,0,2,2,3,14,6,1
CookGlobal,4,140,0,0,1,0,1,2,5,13,3,0
CookGlobal,10,116,0,1,0,0,0,2,1,12,4,1
CookGlobal,0,37,0,0,1,0,0,1,1,4,0,0
CookGlobal,14,126,0,1,0,0,1,2,2,12,3,2
CookGlobal,20,77,0,1,1,3,1,2,1,7,3,1
CookGlobal,3,155,0,1,1,2,0,2,4,13,4,1
CookGlobal,17,87,0,1,0,0,2,2,2,8,2,2
CookGlobal,10,140,0,1,1,2,0,2,3,11,5,2
CookGlobal,8,156,0,0,1,2,0,2,3,9,5,0
CookGlobal,4,94,0,1,0,0,2,2,2,6,3,2
CookGlobal,17,81,0,1,1,0,1,2,3,5,4,0
CookGlobal,14,100,0,1,0,2,0,2,1,8,4,1
CookGlobal,6,179,0,0,0,2,0,2,5,13,7,0
CookGlobal,3,162,0,0,0,2,0,2,5,13,6,0
CookGlobal,7,139,0,1,0,0,2,2,3,13,4,0
CookGlobal,16,132,0,1,1,0,0,2,3,12,5,1
Living_Lou,7,119,0,1,0,2,0,2,1,9,6,0
Living_Lou,10,56,0,1,0,2,0,2,1,7,2,0
Living_Lou,17,56,0,1,0,3,0,2,0,9,1,0
Living_Lou,10,78,0,1,0,2,0,2,1,7,4,0
Living_Lou,9,68,0,1,0,1,0,2,2,7,1,0
Living_Lou,7,144,0,2,0,3,1,2,4,15,4,0
Living_Lou,8,101,0,1,0,0,0,4,2,9,3,0
Living_Lou,3,100,0,0,0,2,0,2,2,7,4,0
Living_Lou,8,131,0,1,2,0,1,1,1,10,5,0
Living_Lou,27,97,0,1,0,3,0,2,4,8,4,2
Living_Lou,21,83,0,1,0,2,0,2,1,6,3,1
Living_Lou,11,102,0,1,1,2,0,2,2,11,2,0
Living_Lou,12,77,0,2,0,2,0,2,1,5,2,0
Living_Lou,14,89,0,1,0,2,0,2,4,6,2,1
Living_Lou,8,127,1,1,0,2,0,5,8,9,5,1
Living_Lou,7,126,0,1,0,2,0,2,4,11,5,0
Living_Lou,21,120,0,1,0,2,0,2,4,9,3,1
Living_Lou,18,132,0,1,0,2,0,2,1,18,2,1
Living_Lou,7,172,0,1,0,2,0,2,5,14,3,3
Living_Lou,3,100,0,0,0,2,0,2,2,10,2,0
Living_Lou,27,156,0,1,3,1,0,2,4,14,8,0
Living_Lou,9,92,0,1,0,2,0,2,4,7,1,0
Living_Lou,9,103,0,1,0,2,0,2,4,10,2,1
Living_Lou,6,142,1,1,0,2,0,2,5,9,4,1
Living_Lou,16,115,0,2,0,2,0,2,3,9,4,1
Living_Lou,8,51,0,2,0,3,0,2,3,3,0,1
Living_Lou,5,81,0,2,0,2,0,2,1,8,3,0
Living_Lou,3,66,0,1,0,0,0,2,2,6,0,0
Living_Lou,13,125,0,1,0,3,0,2,6,9,2,1
Living_Lou,6,139,0,1,0,3,0,2,4,14,2,1
Living_Lou,1,52,0,1,0,3,0,2,1,4,1,0
Living_Lou,29,93,0,1,0,2,0,2,6,5,3,1
Living_Lou,15,81,0,1,0,3,0,2,3,8,1,1
Living_Lou,17,86,0,1,0,3,0,2,1,6,5,0
Living_Lou,16,97,0,1,0,2,0,2,2,11,0,0
Living_Lou,7,173,0,2,0,2,0,2,5,15,2,1
Living_Lou,8,89,0,1,0,2,0,2,1,9,3,0
Living_Lou,21,130,0,1,0,5,0,2,3,11,2,1
Living_Lou,19,96,0,1,0,3,0,2,1,13,3,0
Living_Lou,2,109,0,1,0,2,0,2,3,8,4,0
Living_Lou,5,54,0,1,0,2,0,2,2,4,0,1
Living_Lou,7,60,0,1,1,2,0,2,3,6,0,0
Living_Lou,9,108,0,1,0,2,0,2,3,9,3,0
Living_Lou,8,67,0,1,0,3,0,2,4,3,2,1
Living_Lou,4,140,0,1,0,2,0,2,5,12,5,0
Living_Lou,13,116,0,1,0,3,0,2,3,10,3,1
Living_Lou,23,88,1,0,0,2,0,2,2,8,1,1
Living_Lou,13,46,0,1,0,2,0,2,1,4,0,1
Living_Lou,10,115,0,2,1,1,1,1,5,7,3,0
Living_Lou,2,52,0,0,0,3,0,2,2,5,1,0
Living_Lou,22,79,0,2,0,0,0,1,4,3,2,2
Living_Lou,11,70,0,2,0,3,0,2,4,3,2,0
Living_Lou,4,118,0,1,0,2,0,2,2,15,2,1
Living_Lou,18,120,1,0,0,3,0,2,4,8,2,2
Living_Lou,32,124,0,1,0,2,0,2,3,11,2,0
Living_Lou,6,93,0,0,0,2,0,2,3,10,1,1
Living_Lou,8,86,0,1,2,2,0,2,2,7,3,0
Living_Lou,15,75,0,1,0,2,0,2,2,7,2,1
Living_Lou,16,59,0,1,0,2,0,2,1,3,2,0
Living_Lou,3,98,0,1,0,2,0,2,1,11,4,1
Living_Lou,19,86,0,2,0,2,0,2,2,9,3,0
Living_Lou,21,68,0,1,0,3,0,2,3,5,1,0
Living_Lou,16,105,1,1,0,3,0,2,4,8,1,2
Living_Lou,6,86,1,1,0,3,0,2,4,5,1,0
Living_Lou,5,95,0,1,0,2,0,2,4,7,2,1
Living_Lou,16,105,0,1,0,2,0,2,2,11,3,1
Living_Lou,7,70,0,1,0,2,0,2,1,6,2,0
Living_Lou,2,128,0,1,0,2,0,2,1,17,2,1
Living_Lou,7,124,0,1,0,2,0,4,2,14,3,0
Living_Lou,5,151,0,1,0,1,0,0,3,13,4,1
Living_Lou,6,50,0,1,0,2,0,2,1,6,0,0
Living_Lou,4,63,0,1,0,3,0,2,2,2,4,0
Living_Lou,29,66,0,2,0,3,0,2,2,7,3,0
Living_Lou,9,94,0,1,0,2,0,2,4,6,3,0
Living_Lou,4,82,0,1,1,1,2,1,2,7,1,1
Living_Lou,6,77,0,1,0,3,0,2,4,6,3,0
Living_Lou,7,104,0,1,0,2,0,2,1,10,3,0
Living_Lou,12,93,0,1,1,2,0,2,2,11,2,0
Living_Lou,26,85,0,1,0,2,0,2,3,8,0,1
Living_Lou,10,81,0,2,1,1,0,1,2,9,1,0
Living_Lou,15,99,0,1,0,2,0,2,4,8,3,1
Living_Lou,7,94,0,1,0,2,0,2,4,7,3,1
Living_Lou,7,112,0,0,0,2,0,2,3,11,2,0
Living_Lou,32,52,0,1,0,3,0,2,2,4,1,1
Living_Lou,19,88,0,1,0,3,0,2,3,7,1,0
