screen_name,retweet_count,plain_text_len,question_marks,esclamation_marks,emojis,hashtags,tags,urls,verbs,nouns,adjs,advs
Living_Lou,7,103,0,2,0,2,0,2,2,10,1,0
Living_Lou,22,72,0,0,0,2,0,2,2,4,3,0
Living_Lou,17,184,0,2,0,2,0,2,5,15,4,1
Living_Lou,10,72,0,1,0,3,0,2,1,8,2,0
Living_Lou,12,82,0,1,0,2,0,2,3,4,1,1
Living_Lou,10,106,1,1,0,3,0,2,3,8,3,1
Living_Lou,3,81,0,1,0,2,0,2,2,10,1,0
Living_Lou,6,49,0,1,0,2,0,2,0,6,0,1
Living_Lou,14,140,0,2,2,0,1,1,4,10,2,1
Living_Lou,4,99,0,1,2,1,1,1,3,6,1,2
Living_Lou,16,52,1,1,2,2,0,1,3,3,2,1
Living_Lou,22,122,0,1,0,2,0,2,3,7,3,1
Living_Lou,12,119,0,1,0,3,0,2,1,10,2,0
Living_Lou,5,116,0,2,0,2,0,2,4,9,3,0
Living_Lou,4,97,0,1,0,2,0,2,2,11,2,0
Living_Lou,13,91,0,1,0,2,0,2,5,5,2,0
Living_Lou,7,81,0,1,0,2,0,2,2,6,2,1
Living_Lou,14,115,0,1,0,2,0,2,3,12,3,1
Living_Lou,17,67,0,1,0,2,0,2,1,5,3,0
Living_Lou,11,69,0,1,0,2,0,2,2,8,0,1
Living_Lou,13,135,0,1,0,2,0,2,7,10,3,1
Living_Lou,13,90,0,1,0,2,0,2,1,10,1,1
Living_Lou,8,59,0,1,0,3,0,2,2,6,1,0
Living_Lou,14,57,0,1,0,1,0,2,2,4,2,0
Living_Lou,16,69,0,1,0,2,0,2,3,5,0,0
Living_Lou,5,60,0,1,0,3,0,2,1,5,0,0
Living_Lou,12,72,0,1,0,2,0,2,1,7,2,1
Living_Lou,8,78,0,1,0,4,0,2,1,8,2,1
Living_Lou,12,118,0,2,0,2,0,2,4,10,2,0
Living_Lou,11,91,0,1,0,1,0,1,4,6,2,0
Living_Lou,4,114,0,1,0,2,0,2,3,12,1,0
Living_Lou,14,74,0,1,1,1,1,1,1,7,3,0
Living_Lou,13,72,0,1,1,1,0,1,2,4,2,2
Living_Lou,14,149,1,0,0,2,0,2,6,12,3,0
Living_Lou,14,113,0,1,0,3,0,2,3,11,2,0
Living_Lou,11,132,0,2,0,3,0,2,3,14,3,0
Living_Lou,6,53,0,1,0,2,0,2,2,4,2,0
Living_Lou,11,126,0,1,1,1,0,2,3,9,2,1
misspickledplum,9,94,0,0,4,7,0,2,3,7,3,0
misspickledplum,6,115,0,1,2,9,0,2,1,13,3,0
misspickledplum,11,139,0,1,3,7,0,2,7,7,7,0
misspickledplum,15,94,0,1,3,6,0,2,3,8,3,1
misspickledplum,9,94,0,0,2,5,0,2,4,8,1,1
misspickledplum,4,115,0,1,3,6,0,2,3,9,4,1
misspickledplum,4,141,0,1,2,8,0,2,5,10,4,2
misspickledplum,1,92,2,1,1,4,0,2,5,7,1,3
misspickledplum,11,101,1,1,2,6,0,2,4,7,2,1
misspickledplum,9,129,0,1,1,5,0,2,6,8,5,1
misspickledplum,4,138,0,1,1,6,0,2,5,10,3,1
misspickledplum,14,59,0,1,3,7,0,2,3,3,1,1
misspickledplum,16,62,0,2,2,7,0,2,3,7,1,0
misspickledplum,13,42,0,0,2,6,0,2,0,5,2,0
FoodizShare,13,49,0,1,0,1,0,2,1,7,1,0
FoodizShare,11,24,0,0,0,4,0,2,1,3,0,0
FoodizShare,36,31,0,0,0,5,0,2,1,5,0,0
FoodizShare,20,18,0,0,0,4,0,2,0,2,1,0
FoodizShare,16,21,0,0,0,4,0,2,0,4,0,0
FoodizShare,11,22,0,0,0,4,0,2,0,3,1,0
CookGlobal,13,98,0,1,0,2,0,2,2,10,3,1
CookGlobal,4,160,0,1,2,1,0,2,2,13,5,1
CookGlobal,31,75,0,1,0,0,2,2,3,5,2,0
CookGlobal,11,179,0,0,0,1,1,2,5,17,4,3
CookGlobal,5,173,0,1,2,2,0,2,6,15,6,2
CookGlobal,5,115,0,0,0,0,0,2,4,10,1,2
CookGlobal,16,74,0,1,0,0,1,2,3,6,1,0
CookGlobal,10,134,1,0,0,2,0,2,4,15,2,1
CookGlobal,2,151,0,1,0,0,1,2,5,15,4,1
CookGlobal,29,181,0,0,0,0,1,2,5,11,5,3
CookGlobal,7,33,0,2,1,0,0,1,0,3,1,2
CookGlobal,2,130,1,1,0,2,0,2,3,13,3,1
CookGlobal,0,77,0,1,0,0,2,2,2,7,2,0
CookGlobal,17,80,0,1,0,2,0,2,1,9,1,1
CookGlobal,15,138,0,1,0,0,0,2,2,10,5,1
CookGlobal,2,170,0,1,0,0,2,2,3,12,7,0
CookGlobal,6,90,0,0,1,0,1,2,3,10,2,0
CookGlobal,12,147,0,0,0,0,0,2,5,13,3,0
CookGlobal,1,46,0,1,0,0,2,2,1,4,1,1
CookGlobal,2,149,0,0,1,0,2,2,5,10,5,1
CookGlobal,10,141,0,1,0,2,0,2,5,10,4,2
CookGlobal,8,137,0,0,0,0,0,2,3,12,6,1
CookGlobal,8,87,0,1,0,0,3,2,2,6,4,0
CookGlobal,20,157,0,1,0,0,0,2,5,14,3,1
CookGlobal,9,185,0,1,1,1,1,2,6,14,5,1
CookGlobal,14,76,0,0,0,0,1,2,2,8,1,1
CookGlobal,20,163,1,1,0,0,0,2,5,11,6,2
CookGlobal,0,18,0,1,1,0,0,1,1,0,1,0
CookGlobal,13,141,0,1,1,1,0,2,3,10,7,1
CookGlobal,8,72,0,1,0,0,1,2,3,8,0,0
CookGlobal,20,142,0,1,0,0,1,2,4,14,2,0
CookGlobal,0,0,0,0,1,0,0,1,0,0,0,0
CookGlobal,6,137,0,1,0,2,0,2,5,9,5,2
CookGlobal,12,115,0,0,1,0,1,2,2,8,6,1
CookGlobal,13,116,0,1,0,0,0,2,2,9,5,1
CookGlobal,10,156,0,1,0,0,0,2,3,11,9,0
CookGlobal,13,188,0,1,0,2,0,2,8,14,7,0
CookGlobal,6,79,0,1,0,0,2,2,4,5,2,0
CookGlobal,16,162,0,1,1,0,0,2,4,12,6,1
CookGlobal,9,173,0,1,0,2,0,2,6,15,4,3
CookGlobal,5,94,0,1,0,0,1,2,1,7,4,0
CookGlobal,17,72,0,0,0,0,1,2,2,8,2,1
CookGlobal,9,166,0,1,0,2,0,2,7,10,6,0
CookGlobal,15,154,0,1,0,0,0,2,3,12,5,1
CookGlobal,10,94,0,1,0,0,2,2,3,6,2,1
CookGlobal,1,110,0,1,1,2,1,2,3,8,5,0
CookGlobal,1,168,1,0,0,2,0,2,3,17,3,0
CookGlobal,4,76,0,1,0,0,1,2,5,5,1,2
CookGlobal,6,184,0,1,0,2,0,2,5,12,7,1
CookGlobal,6,155,0,1,0,2,1,2,6,14,6,1
CookGlobal,25,89,0,1,0,0,2,2,4,7,2,1
CookGlobal,11,97,0,1,0,0,1,2,2,8,4,0
CookGlobal,16,89,0,1,0,2,0,2,2,10,2,0
CookGlobal,2,148,0,2,0,2,0,2,4,11,3,2
CookGlobal,7,157,0,1,0,0,2,2,3,14,5,0
CookGlobal,2,38,0,1,1,0,0,1,1,4,1,1
CookGlobal,8,152,0,1,0,2,0,2,4,12,5,1
CookGlobal,7,162,0,0,0,0,0,2,4,13,4,3
CookGlobal,11,94,0,1,0,0,3,2,2,7,3,0
CookGlobal,13,131,0,1,1,1,1,2,4,11,6,1
CookGlobal,10,118,0,1,0,1,0,2,3,10,4,0
CookGlobal,8,149,0,1,0,0,1,2,4,13,5,1
CookGlobal,22,128,0,1,0,0,1,2,4,12,3,2
CookGlobal,7,86,0,1,1,2,0,2,1,8,3,0
CookGlobal,16,114,0,0,0,1,0,2,3,9,3,2
CookGlobal,7,99,0,0,0,1,1,2,3,8,4,0
CookGlobal,3,169,0,1,1,2,1,2,3,13,6,3
CookGlobal,9,134,0,1,0,2,0,2,1,10,6,2
CookGlobal,21,93,0,1,0,0,1,2,2,9,2,0
CookGlobal,9,179,0,1,0,2,0,2,3,19,8,0
CookGlobal,11,125,0,1,0,0,0,2,4,9,4,1
CookGlobal,41,95,1,1,0,0,1,2,3,8,1,2
CookGlobal,14,109,0,2,0,0,1,2,3,10,3,0
CookGlobal,3,19,0,2,0,0,0,1,1,0,1,2
CookGlobal,3,44,1,1,0,0,0,1,1,6,0,0
misspickledplum,2,157,0,2,1,5,0,2,8,10,3,2
misspickledplum,11,107,0,1,4,8,0,2,7,7,3,0
misspickledplum,18,89,0,4,4,7,0,2,3,5,6,1
misspickledplum,34,113,0,1,3,5,0,2,4,12,0,0
misspickledplum,6,142,0,2,1,5,0,2,4,10,1,2
misspickledplum,8,86,0,1,2,6,0,2,4,7,2,0
misspickledplum,16,100,0,2,1,7,0,2,2,5,3,1
misspickledplum,11,121,0,1,2,6,0,2,7,7,3,2
misspickledplum,8,107,0,1,3,9,0,2,3,6,4,0
misspickledplum,19,131,0,1,1,7,0,2,3,10,4,0
misspickledplum,5,123,0,1,1,6,0,2,6,8,3,2
misspickledplum,4,83,0,1,1,6,0,2,5,3,4,2
misspickledplum,4,155,0,2,1,5,0,2,5,13,3,1
misspickledplum,18,116,0,1,1,8,0,2,3,6,6,2
misspickledplum,9,101,0,1,2,5,0,2,2,8,3,0
KitchenSanc2ary,20,28,0,0,1,0,1,1,1,3,0,0
KitchenSanc2ary,14,170,0,0,1,3,0,2,3,15,5,1
KitchenSanc2ary,22,32,0,0,1,0,1,1,1,2,1,1
KitchenSanc2ary,19,118,0,0,0,4,0,1,3,7,4,1
KitchenSanc2ary,38,85,0,0,0,4,0,1,2,9,2,0
KitchenSanc2ary,39,139,0,2,0,5,0,1,6,11,3,0
KitchenSanc2ary,10,47,0,0,1,0,1,1,1,4,0,0
KitchenSanc2ary,19,147,0,0,0,3,0,1,3,14,3,2
KitchenSanc2ary,9,130,0,0,5,0,0,1,1,13,3,0
KitchenSanc2ary,37,149,0,1,0,4,0,1,6,10,5,3
KitchenSanc2ary,23,108,0,2,0,3,0,1,6,7,4,1
KitchenSanc2ary,26,109,0,0,0,3,0,1,1,10,3,0
KitchenSanc2ary,33,112,0,0,0,3,0,1,0,10,4,0
KitchenSanc2ary,22,135,0,1,0,4,0,1,5,9,1,3
KitchenSanc2ary,37,126,0,1,0,3,0,1,4,9,4,1
KitchenSanc2ary,49,95,0,0,0,3,0,1,1,11,3,0
KitchenSanc2ary,14,96,0,0,0,4,0,1,3,10,0,0
KitchenSanc2ary,31,117,0,1,0,3,0,1,4,9,2,2
KitchenSanc2ary,19,86,0,2,0,3,0,1,2,8,0,2
KitchenSanc2ary,15,136,0,0,1,3,0,2,3,10,5,1
KitchenSanc2ary,29,103,0,0,0,4,0,1,4,11,0,2
KitchenSanc2ary,25,109,0,1,0,3,0,1,3,10,4,1
KitchenSanc2ary,9,34,0,0,1,0,1,1,0,3,2,0
KitchenSanc2ary,14,56,0,0,0,0,1,1,1,4,1,0
KitchenSanc2ary,15,111,0,0,0,3,0,1,4,10,1,0
KitchenSanc2ary,33,97,1,1,0,4,0,1,4,6,1,0
KitchenSanc2ary,20,112,0,1,0,3,0,1,4,8,4,1
KitchenSanc2ary,31,147,0,0,0,3,0,1,3,14,3,2
KitchenSanc2ary,17,109,0,0,0,4,0,1,1,10,3,0
KitchenSanc2ary,41,115,0,1,0,4,0,1,1,12,2,0
KitchenSanc2ary,3,30,0,0,1,0,1,1,1,4,0,0
KitchenSanc2ary,45,161,0,0,0,3,0,1,5,12,5,1
KitchenSanc2ary,45,162,0,2,0,3,0,1,5,18,2,2
KitchenSanc2ary,9,151,0,1,0,3,0,1,5,10,2,1
KitchenSanc2ary,14,143,0,1,0,3,0,1,2,12,5,1
KitchenSanc2ary,21,125,0,0,0,3,0,1,5,8,3,1
KitchenSanc2ary,18,150,0,1,1,3,0,2,6,15,3,0
KitchenSanc2ary,2,56,0,0,1,0,1,1,0,5,1,0
KitchenSanc2ary,29,157,0,1,0,5,0,1,4,11,4,1
KitchenSanc2ary,25,126,0,2,0,3,0,1,3,9,3,1
KitchenSanc2ary,31,80,0,1,0,4,0,1,1,6,3,0
KitchenSanc2ary,16,103,0,0,0,4,0,1,2,11,2,1
KitchenSanc2ary,47,117,0,1,0,3,0,1,4,9,2,2
KitchenSanc2ary,26,113,0,0,0,3,0,1,4,7,4,1
KitchenSanc2ary,6,28,0,0,1,1,1,1,1,2,1,0
KitchenSanc2ary,35,95,0,0,0,3,0,1,1,11,3,0
KitchenSanc2ary,8,170,0,0,1,1,0,2,2,16,4,1
KitchenSanc2ary,34,132,0,0,0,3,0,1,1,14,3,1
KitchenSanc2ary,26,149,0,2,0,3,0,1,6,10,3,4
KitchenSanc2ary,16,149,0,1,0,4,0,1,6,10,5,3
KitchenSanc2ary,30,145,0,1,0,3,0,1,5,11,1,2
KitchenSanc2ary,31,135,0,1,0,4,0,1,5,9,1,3
KitchenSanc2ary,25,109,0,1,0,4,0,1,2,9,4,2
KitchenSanc2ary,26,124,0,0,0,4,0,1,2,10,4,0
KitchenSanc2ary,33,65,0,1,0,4,0,1,0,5,2,0
KitchenSanc2ary,37,109,0,1,0,4,0,1,3,10,4,1
KitchenSanc2ary,36,99,0,0,0,4,0,1,4,8,3,1
KitchenSanc2ary,28,97,0,4,0,4,0,1,1,10,0,1
KitchenSanc2ary,20,185,0,1,0,2,0,1,6,14,3,2
KitchenSanc2ary,22,183,0,0,1,1,0,2,4,17,3,1
KitchenSanc2ary,23,102,0,1,0,4,0,1,2,9,4,0
KitchenSanc2ary,17,55,0,1,0,4,0,1,2,5,1,0
KitchenSanc2ary,23,63,0,0,0,4,0,1,1,7,3,0
KitchenSanc2ary,45,81,0,1,0,5,0,1,1,9,2,0
KitchenSanc2ary,11,173,0,0,1,1,0,2,6,17,5,1
KitchenSanc2ary,32,85,0,0,0,4,0,1,2,9,2,0
deliciousmag,3,52,0,1,0,0,0,1,1,4,0,0
deliciousmag,3,150,0,0,0,0,0,2,5,12,4,1
deliciousmag,3,81,1,1,0,0,0,1,4,7,0,0
deliciousmag,5,23,0,1,0,0,0,1,0,3,1,1
deliciousmag,4,43,0,0,1,0,0,1,1,4,3,0
deliciousmag,0,42,0,0,0,0,0,1,1,3,1,0
deliciousmag,4,127,1,0,0,0,0,1,1,9,6,0
deliciousmag,2,38,2,0,2,0,0,1,2,3,0,0
deliciousmag,4,24,0,0,0,0,0,1,2,1,1,0
deliciousmag,5,186,0,0,0,1,0,0,5,13,3,3
deliciousmag,2,41,1,0,1,0,0,1,0,7,0,0
deliciousmag,3,42,0,0,0,0,0,1,2,3,0,1
deliciousmag,6,88,0,2,0,0,0,3,1,6,2,3
deliciousmag,4,50,1,0,0,0,0,1,2,2,2,1
deliciousmag,6,44,1,1,0,0,0,1,3,4,0,0
deliciousmag,11,85,1,0,0,0,0,1,2,7,0,0
deliciousmag,2,56,0,0,0,0,0,1,3,3,1,1
deliciousmag,14,46,0,0,0,0,0,1,2,2,1,1
deliciousmag,3,46,0,1,1,0,0,1,2,2,1,0
deliciousmag,8,58,1,1,0,0,0,0,3,4,1,0
deliciousmag,1,86,1,0,0,0,0,1,2,7,2,0
deliciousmag,5,43,0,0,0,0,0,1,1,3,1,0
deliciousmag,5,97,0,0,0,0,0,1,4,7,3,1
deliciousmag,5,51,1,0,0,0,0,1,1,5,1,0
deliciousmag,8,88,1,0,0,0,0,1,3,9,1,0
deliciousmag,4,215,0,0,0,1,0,0,6,19,10,1
deliciousmag,2,34,0,0,0,0,0,1,1,1,0,1
deliciousmag,4,96,1,0,0,0,1,1,4,7,2,0
RecipesIdeas,7,47,0,0,0,0,0,0,2,5,0,0
RecipesIdeas,4,16,0,0,0,0,0,1,0,2,0,0
RecipesIdeas,1,51,0,0,0,0,0,0,5,4,0,1
RecipesIdeas,1,20,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,5,68,0,0,0,0,0,0,3,5,0,2
RecipesIdeas,2,47,0,0,0,0,0,0,2,5,0,0
RecipesIdeas,4,23,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,2,62,0,0,0,0,0,0,2,7,1,0
RecipesIdeas,3,19,0,0,0,0,0,1,0,4,0,0
RecipesIdeas,1,59,0,0,0,0,0,0,0,3,2,2
RecipesIdeas,10,46,0,0,0,0,0,0,1,5,1,0
RecipesIdeas,3,25,0,0,0,0,0,1,0,4,0,0
RecipesIdeas,6,91,0,0,0,0,0,0,3,8,0,0
RecipesIdeas,0,23,0,0,0,0,0,1,0,4,0,0
RecipesIdeas,3,70,0,0,0,0,0,0,4,6,2,0
RecipesIdeas,0,59,0,0,0,0,0,0,0,3,2,2
RecipesIdeas,4,12,0,0,0,0,0,1,0,2,0,0
RecipesIdeas,2,92,0,0,0,0,0,0,1,8,1,1
RecipesIdeas,2,17,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,2,99,0,0,0,0,0,0,7,7,0,1
RecipesIdeas,2,75,0,0,0,0,0,0,3,8,1,1
RecipesIdeas,2,20,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,2,88,0,0,0,0,0,0,1,6,4,0
RecipesIdeas,4,23,0,0,0,0,0,1,0,3,1,0
RecipesIdeas,7,71,0,0,0,0,0,0,3,4,3,1
RecipesIdeas,1,86,0,0,0,0,0,0,3,8,2,1
RecipesIdeas,3,15,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,1,68,0,0,0,0,0,0,3,3,1,2
RecipesIdeas,4,10,0,0,0,0,0,1,0,2,0,0
RecipesIdeas,0,79,0,0,0,0,0,0,5,5,3,1
RecipesIdeas,5,18,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,4,51,0,0,0,0,0,0,3,4,1,1
RecipesIdeas,0,38,0,0,0,0,0,0,2,4,1,0
RecipesIdeas,3,11,0,0,0,0,0,1,0,2,0,0
RecipesIdeas,3,56,0,0,0,0,0,0,4,5,0,1
RecipesIdeas,2,21,0,0,0,0,0,1,0,3,1,0
RecipesIdeas,3,63,0,0,0,0,0,0,4,3,0,4
RecipesIdeas,6,45,0,0,0,0,0,0,3,3,1,0
RecipesIdeas,1,17,0,0,0,0,0,1,0,2,1,0
RecipesIdeas,5,77,0,0,0,0,0,0,4,7,0,2
RecipesIdeas,7,85,0,0,0,0,0,0,3,8,4,0
RecipesIdeas,1,20,0,0,0,0,0,1,1,2,0,0
RecipesIdeas,5,53,0,0,0,0,0,0,3,4,0,1
RecipesIdeas,2,17,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,2,77,0,0,0,0,0,0,3,6,2,1
RecipesIdeas,5,18,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,6,34,0,0,0,0,0,0,1,3,1,0
RecipesIdeas,3,98,0,0,0,0,0,0,7,7,1,0
RecipesIdeas,6,27,0,0,0,0,0,1,0,4,0,0
RecipesIdeas,10,60,0,0,0,0,0,0,1,7,2,0
RecipesIdeas,7,15,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,0,75,0,0,0,0,0,0,3,5,2,1
RecipesIdeas,6,52,0,0,0,0,0,0,1,5,1,1
RecipesIdeas,2,20,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,4,99,0,0,0,0,0,0,7,7,0,1
RecipesIdeas,0,24,0,0,0,0,0,1,0,3,1,0
RecipesIdeas,2,92,0,0,0,0,0,0,1,8,1,1
RecipesIdeas,1,61,0,0,0,0,0,0,2,5,2,0
RecipesIdeas,1,18,0,0,0,0,0,1,0,3,0,0
RecipesIdeas,1,35,0,0,0,0,0,0,2,2,0,1
RecipesIdeas,4,25,0,0,0,0,0,1,0,4,0,0
RecipesIdeas,1,39,0,0,0,0,0,0,2,5,0,0
RecipesIdeas,4,25,0,0,0,0,0,1,1,3,0,0
RecipesIdeas,1,38,0,0,0,0,0,0,2,4,1,0
RecipesIdeas,5,98,0,0,0,0,0,0,7,7,1,0
RecipesIdeas,12,23,0,0,0,0,0,1,0,4,0,0
RecipesIdeas,0,47,0,0,0,0,0,0,3,3,0,0
FoodizShare,22,14,0,0,0,4,0,2,0,2,0,0
FoodizShare,33,16,0,0,0,4,0,2,0,2,0,0
FoodizShare,18,20,0,0,0,4,0,2,0,2,1,0
FoodizShare,23,20,0,0,0,5,0,2,0,3,0,0
FoodizShare,24,41,0,0,0,4,0,2,1,5,1,0
FoodizShare,20,43,0,0,0,5,0,2,2,7,0,0
Living_Lou,12,83,0,1,0,3,0,2,3,4,1,0
Living_Lou,18,68,0,1,0,3,0,2,0,5,1,0
Living_Lou,12,75,0,1,0,2,0,3,1,7,2,0
Living_Lou,13,127,0,1,1,3,0,2,2,14,4,0
Living_Lou,17,73,0,2,0,2,0,2,3,4,0,2
Living_Lou,13,109,1,0,0,3,0,2,3,7,4,1
Living_Lou,12,56,0,1,0,2,0,2,2,3,1,0
Living_Lou,14,98,0,1,0,2,0,2,1,12,5,0
Living_Lou,18,101,0,1,1,2,0,2,3,11,2,0
Living_Lou,6,122,0,1,0,3,0,2,3,12,4,1
Living_Lou,6,87,0,1,0,2,0,2,2,6,2,1
Living_Lou,26,46,0,1,0,2,0,2,1,4,0,1
Living_Lou,13,107,0,1,0,2,1,2,4,9,0,2
Living_Lou,22,86,1,2,0,1,0,1,2,9,1,1
Living_Lou,4,123,0,1,0,2,0,2,3,14,0,1
Living_Lou,7,78,0,2,0,2,0,2,2,4,5,1
Living_Lou,11,93,0,1,0,2,0,2,6,5,3,1
Living_Lou,18,100,0,1,0,2,0,2,3,6,5,0
Living_Lou,10,61,0,1,0,3,0,2,2,5,1,0
Living_Lou,13,117,0,1,0,2,0,2,2,11,2,2
Living_Lou,6,108,0,1,0,2,0,2,3,7,5,1
Living_Lou,37,91,0,1,0,2,0,2,1,8,1,1
Living_Lou,3,121,1,1,0,2,0,2,2,11,2,0
Living_Lou,7,82,0,2,0,2,0,2,2,10,2,0
Living_Lou,8,146,0,1,1,2,1,2,3,10,3,0
Living_Lou,13,70,0,1,0,2,0,2,1,6,2,0
Living_Lou,7,96,0,1,1,2,0,2,3,7,4,0
Living_Lou,13,65,0,1,0,2,0,2,3,5,1,1
Living_Lou,34,50,0,1,0,3,0,2,2,3,1,0
Living_Lou,14,71,1,1,0,2,0,2,2,6,1,0
Living_Lou,20,138,0,1,0,2,0,2,4,12,4,0
Living_Lou,10,66,0,1,0,2,0,2,1,7,0,0
Living_Lou,5,145,0,1,0,2,0,2,2,14,5,0
Living_Lou,2,67,0,1,0,1,2,1,1,6,1,1
Living_Lou,19,65,0,2,0,2,0,2,1,5,3,1
Living_Lou,9,102,0,1,0,3,0,2,6,8,1,0
Living_Lou,14,100,0,1,0,2,0,2,2,8,2,0
Living_Lou,8,79,0,1,0,2,0,2,1,6,4,0
Living_Lou,17,110,0,1,0,2,0,2,3,11,2,0
Living_Lou,4,92,0,1,0,2,0,2,1,9,2,0
Living_Lou,16,74,0,1,0,2,0,2,1,6,2,0
Living_Lou,7,89,0,2,0,2,0,2,3,6,3,0
Living_Lou,15,54,0,1,0,3,0,2,1,2,2,2
Living_Lou,20,122,0,1,0,1,0,2,4,5,4,1
Living_Lou,7,114,0,1,0,2,0,2,3,6,2,0
Living_Lou,22,45,0,2,0,3,0,2,0,5,2,0
Living_Lou,3,79,0,1,0,3,0,2,2,7,2,0
Living_Lou,6,93,0,1,2,0,1,1,4,8,2,1
Living_Lou,22,87,0,1,0,3,0,2,4,6,1,1
Living_Lou,15,57,0,1,0,2,0,2,0,7,0,0
Living_Lou,23,127,0,1,0,2,0,2,1,15,1,0
Living_Lou,3,97,1,0,0,2,0,2,3,6,3,1
Living_Lou,9,109,1,2,0,3,0,2,2,9,4,0
Living_Lou,2,92,0,1,0,1,0,2,0,13,1,0
Living_Lou,6,52,0,0,0,2,0,2,2,5,1,0
Living_Lou,19,72,0,1,0,5,0,2,1,7,2,0
Living_Lou,9,76,0,1,0,2,0,2,2,5,3,0
Living_Lou,12,80,0,1,0,4,0,2,3,6,3,1
Living_Lou,8,109,0,2,0,2,0,2,3,9,3,0
Living_Lou,18,101,0,1,0,2,1,2,1,14,2,0
Living_Lou,11,120,0,1,0,2,0,2,5,9,1,3
Living_Lou,17,99,0,1,0,2,0,2,4,8,3,1
Living_Lou,13,76,0,1,1,1,0,1,2,6,1,1
Living_Lou,9,59,0,1,1,1,1,1,1,7,0,0
Living_Lou,5,94,0,1,0,3,0,2,2,8,1,0
Living_Lou,9,63,0,1,0,3,0,3,1,7,2,0
Living_Lou,9,45,0,1,0,2,0,2,0,5,0,0
Living_Lou,18,69,0,1,0,2,0,2,1,8,2,0
Living_Lou,19,119,1,0,0,3,0,2,3,12,2,0
Living_Lou,15,94,0,1,0,2,0,2,3,8,4,1
Living_Lou,35,95,0,1,0,2,0,2,2,8,5,1
Living_Lou,10,122,0,1,0,2,0,2,2,14,3,0
Living_Lou,26,83,0,1,0,3,0,2,4,8,0,0
Living_Lou,18,66,0,1,0,2,0,2,1,7,0,0
Living_Lou,4,79,0,1,0,3,0,2,4,4,1,1
Living_Lou,5,57,0,1,0,2,0,2,3,5,0,1
Living_Lou,5,90,0,1,0,3,0,2,3,6,3,0
Living_Lou,10,128,0,1,0,3,0,2,4,8,4,0
Living_Lou,11,105,0,1,0,2,0,2,2,14,0,0
Living_Lou,1,117,0,1,0,2,0,2,3,10,5,2
Living_Lou,7,82,0,1,1,0,0,3,3,7,1,0
Living_Lou,10,147,0,1,0,2,0,2,3,13,4,0
Living_Lou,9,79,0,1,0,3,0,2,2,7,2,0
Living_Lou,6,147,0,1,0,2,0,2,5,13,4,0
Living_Lou,16,115,0,1,0,2,0,2,5,3,4,4
Living_Lou,11,95,0,1,0,1,0,2,1,8,2,0
Living_Lou,4,65,0,1,0,3,0,2,1,3,4,0
Living_Lou,6,81,0,1,0,2,0,2,3,6,2,0
Living_Lou,23,98,1,1,1,1,0,1,3,7,4,0
Living_Lou,3,121,0,1,0,2,0,2,3,11,2,0
Living_Lou,13,86,0,1,0,2,0,2,3,9,3,0
Living_Lou,6,112,1,1,0,2,0,2,6,6,3,0
Living_Lou,8,91,0,1,1,3,0,2,0,9,3,0
Living_Lou,17,126,1,1,0,3,0,2,6,13,2,0
Living_Lou,9,77,0,1,0,2,0,2,3,4,1,2
Living_Lou,20,68,0,1,0,2,0,2,3,6,2,0
Living_Lou,11,73,0,1,0,1,2,1,3,6,1,1
Living_Lou,10,68,1,1,1,1,0,1,3,4,1,0
Living_Lou,6,98,0,2,0,2,1,2,3,6,2,1
Living_Lou,31,68,0,1,0,2,0,3,0,11,1,0
Living_Lou,13,103,0,1,0,2,0,2,4,9,2,0
Living_Lou,16,86,0,0,0,3,0,2,2,9,2,0
Living_Lou,17,78,0,1,0,2,0,2,1,7,3,0
Living_Lou,5,72,0,1,0,2,0,2,2,6,1,0
Living_Lou,18,86,0,2,2,0,0,1,3,7,2,2
Allrecipes,0,137,0,0,0,0,0,1,1,13,3,0
Allrecipes,3,103,0,0,0,0,0,2,3,9,1,2
Allrecipes,4,97,0,1,0,0,0,1,3,5,4,1
Allrecipes,4,99,0,0,0,0,0,1,2,7,3,0
Allrecipes,1,92,0,1,0,0,0,2,3,6,3,1
Allrecipes,4,96,0,0,0,0,0,1,3,8,3,1
Allrecipes,2,113,0,0,0,0,0,1,2,6,6,1
Allrecipes,5,92,0,0,0,0,0,1,5,7,2,0
Allrecipes,1,53,0,0,0,0,0,1,2,4,2,0
Allrecipes,6,84,0,1,0,0,0,1,2,5,3,0
Allrecipes,1,97,0,0,0,0,0,1,2,10,2,1
Allrecipes,1,126,0,0,0,0,0,1,3,12,2,1
Allrecipes,3,54,0,0,0,0,0,1,1,5,1,0
Allrecipes,3,94,0,0,0,0,0,1,3,6,5,0
Allrecipes,4,127,0,0,0,0,0,1,4,8,4,2
Allrecipes,9,88,0,0,0,0,0,1,3,5,4,0
